HYBAS_ID,LINKNO
4040025450,440977571
4040838850,441141113
4040839030,441178266
4040865800,441131520
4040865930,441167299
4040960200,441077990
4040960480,441031210
4040975150,440954175
4040975160,440994080
4040027940,440259627
4040027950,440269312
4040028760,440149765
4040048900,440096210
4040027100,440608930
4040027110,440483802
4040027780,440353154
4040027790,440305008
4040029530,440780871
4040031820,441087687
4040032410,440830417
4040032880,441043624
4040033440,441055973
4040033430,441047715
4040033640,441009179
4040033650,441139836
4040607260,440374354
4040648310,440532652
4040648320,440539532
4040879040,441164566
4040879050,441226485
4040037060,450155784
4040449660,460250519
4040050270,460311853
4040050280,460235052
4040416190,460260759
4040438030,460243884
4040438130,460243880
4040449990,460236537
4040223160,470567067
4040223260,470549149
4040225090,470604001
4040234270,470541340
4040234430,470560379
4040298550,470522404
4040298640,470524645
4040050230,470582748
4040050330,470573803
4040050250,470488554
4040050730,470514461
4040050240,470555891
4040050300,470461881
4040050310,470552584
4040050360,470530281
4040273960,470450680
4040274280,470469723
4040274300,470440608
4040484700,470272921
4040484760,470230423
4040545530,470201428
4040545690,470202550
4040050220,470460764
4040482720,470244978
4040050830,480273014
4040050900,480438821
4040050290,480376463
4040050340,480476372
4040050440,480381075
4040050480,480260003
4040050590,480498663
4040050700,480096561
4040050740,480524763
4040050320,480256167
4040050380,480195551
4040050390,480440305
4040050430,480451744
4040050450,480279970
4040050790,480252270
4040050470,490083142
4040050610,490095273
4040050780,490080834
4040050810,490092655
4040050910,490070227
5040003690,510088411
5040004220,510102300
5040005140,510123170
5040007690,510175797
5040015660,520239952
5040015820,520357052
5040041230,530168858
5040041870,530146880
5040046910,530077460
5040047720,530186378
5040056740,541977735
5040057720,541536643
5040087740,541699607
5040087660,541684557
5040087760,541777618
5040087810,541777555
5040087840,541785432
5040057720,541219418
5040059440,541031165
5040087640,541395491
5040087660,541583677
5040087750,541166981
5040069960,541819030
5040070700,541824587
5040077640,540131603
5040087630,541719812
5040511420,541761416
5040511570,541772168
5040524870,541834015
5040591010,541309961
5040591050,540889346
5040491510,541797758
5040524780,541770846
5040055960,540943113
5040056460,541527664
5040087690,541692942
5040087740,541710351
5040059450,540664159
5040061660,540715241
5040064130,540605006
5040087600,541170984
5040087620,541101100
5040087660,541230164
5040087780,541044615
5040087660,541716801
5040087670,541750432
5040087710,541846024
5040087730,541792060
5040087800,541868810
5040088170,541781396
5040065600,541035197
5040068450,541271826
5040087590,541860833
5040324520,541585028
5040324690,541555474
5040455970,541854049
5040456070,541856739
5040087610,541730503
5040491510,541906493
5040082270,570043603
5040085040,570036000
6040000010,610247613
6040000740,610125195
6040004480,610369121
6040004870,610366593
6040004880,610394766
6040005180,610465194
6040005190,610413272
6040005490,610443207
6040006470,610065949
6040004470,610322463
6040004480,610296949
6040075390,610313678
6040075410,610329519
6040084750,610362119
6040084790,610343645
6040102250,610407967
6040102330,610375408
6040134450,610391378
6040134460,610428336
6040007010,621070912
6040239820,621139693
6040239720,621051605
6040262110,621064055
6040262220,620993881
6040285930,621057226
6040285990,621087502
6040007950,621042031
6040007960,620989705
6040344540,621075223
6040344660,621139896
6040345000,621160536
6040345180,621068345
6040476790,621104360
6040476800,621091976
6040527670,621063182
6040527680,620937967
6040011780,630289205
6040011790,630208503
6040012580,630206106
6040012590,630240427
6040012790,630265728
6040012800,630229902
6040013420,630215264
6040013750,630091305
6040510750,630292492
6040510890,630286783
6040562010,630242787
6040562020,630212598
6040595200,630196331
6040595210,630209382
6040639910,630246170
6040639920,630246986
6040008320,630167358
6040334790,630321659
6040334800,630317579
6040372330,630382086
6040389860,630340490
6040401890,630344583
6040401900,630345399
6040016970,640255644
6040752460,640609856
6040752470,640566084
6040870370,640399538
6040870380,640455974
6040040460,640549194
6040015570,640452489
6040015940,640417962
6040016720,640300544
6040016760,640416870
6040016770,640312047
6040019090,650262022
6040020000,650194895
6040020950,650215035
6040020960,650167905
6040040500,650225281
6040017380,650403460
6040017530,650393080
6040018850,650297182
6040018860,650288385
6040040530,650406676
6040862810,650104908
6040862860,650115308
6040877590,650102547
6040877660,650099348
6040913900,650372253
6040913910,650399473
6040933800,650365152
6040040510,650379459
6040024060,660118133
6040025410,660093427
6040025420,660112421
6040026760,660096822
6040026990,660100324
6040028290,660117790
6040029040,660207803
6040040470,660176789
6040032290,670063921
7040005420,710288885
7040006390,710235268
7040007380,710201327
7040007830,710256787
7040007840,710343934
7040013170,710776130
7040013550,710803839
7040014200,710758029
7040073630,711079525
7040073720,711000108
7040073780,710194483
7040008710,710464888
7040585110,710897078
7040607990,710839594
7040632150,710682909
7040707710,710514445
7040707810,710472783
7040073620,710938579
7040073690,710760277
7040073710,710504497
7040014250,720174454
7040014930,720207783
7040016260,720215403
7040379310,720221669
7040379430,720203815
7040388580,720174090
7040388740,720199887
7040394680,720186018
7040394690,720164197
7040395190,720150307
7040395340,720146339
7040016270,720143453
7040019010,720175193
7040019190,720131459
7040020090,720180883
7040020100,720131092
7040021740,730134536
7040022250,730231970
7040192420,730412757
7040192560,730480629
7040194860,730465243
7040194980,730408927
7040256540,730461603
7040256690,730452645
7040282720,730386169
7040282770,730407933
7040022240,730251165
7040021620,730108900
7040021690,730110195
7040021750,730148686
7040022270,730234519
7040022840,730296049
7040022850,730279402
7040024290,730516530
7040024580,730480773
7040031720,740547734
7040032940,740498003
7040033110,740370358
7040033480,740546542
7040034530,740394842
7040034520,740599039
7040374800,740703896
7040374950,740660891
7040392520,740499634
7040402320,740474126
7040402430,740393494
7040426310,740463427
7040426320,740382747
7040028670,740294621
7040028680,740326873
7040029000,740306692
7040029460,740474987
7040031710,740520695
7040024600,740492601
7040024830,740495287
7040024840,740500653
7040024890,740514086
7040025090,740487161
7040025560,740433307
7040025570,740399619
7040028070,740188323
7040028410,740283825
7040038340,750109592
7040039620,750181290
7040039870,750171830
7040041400,750106172
7040041410,750123938
7040042040,750170779
7040043090,750286879
7040043160,750288070
7040043170,750096351
7040045890,750079185
7040046590,750214727
7040046600,750192832
7040046750,760071454
7040047060,760021611
7040047070,760114747
7040569640,760754696
7040569650,760736391
7040612640,760645009
7040612840,760699924
7040741760,760111324
7040741770,760124637
7040047850,770573343
7040047970,770594140
7040048300,770491212
7040048410,770448577
7040049270,770390434
7040073660,770589933
7040050640,770201404
7040050920,770271090
7040054660,770075841
7040050000,770279344
7040073640,770376919
8040005510,810498009
8040141350,810311200
8040141480,810363283
8040176060,810390278
8040219130,810484515
8040219290,810462677
8040005520,810341450
8040007020,810359915
8040007180,810366602
8040008230,810132801
8040008380,810147925
8040000010,810390663
8040002260,810482988
8040004480,810133746
8040004910,810389014
8040004920,810385591
8040009560,820272970
8040009570,820122377
8040011270,820345786
8040183070,820408993
8040183170,820378083
8040252610,820253311
8040252760,820269441
8040264670,820303043
8040264770,820324582
7040686450,760359044
7040686540,760380679
7040049990,770164882
8040307380,820357007
8040183880,810304625
6040372340,630381270
2040363710,220363505
4040462930,460236578
1040007060,110773344
1040007010,110710365
1040041770,110301680
1040041770,110320048
8040307300,820334161
7040392650,740453946
8040183760,810319743
6040814820,640560570
6040021220,650083940
6040021220,650133557
6040018280,650306756
5040491510,541906493
4040050210,460237273
4040050210,460262298
4040050210,460279224
4040050580,480443423
4040050580,480425006
4040051100,480128795
